Pokemon ID,Name,Description,Japanese name,Name etymology,Image URL,Species,Height,Weight,Type 1,Type 2,Abilities,EV Yield,Catch rate,Base Exp,Growth rate,Gender male %,Gender female %,Friendship,Generation
334,Altaria,"Altaria is a Dragon/Flying type Pokémon introduced in Generation 3. Altaria has a Mega Evolution, available in Omega Ruby/Alpha Sapphire and Pokémon Go.",チルタリス (Tyltalis),alto: high-pitched vocal sound | aria: an air or melody,https://img.pokemondb.net/artwork/altaria.jpg,Humming,110,2060,Dragon, Flying,"Natural Cure, Cloud Nine",2 Sp. Def,45,172,Erratic,50,50,50,3
335,Zangoose,Zangoose is a Normal type Pokémon introduced in Generation 3.,ザングース (Zangoose),san: Japanese for ‘cut down’ | mongoose: weasel-like mammal,https://img.pokemondb.net/artwork/zangoose.jpg,Cat Ferret,130,4029,Normal,,"Immunity, Toxic Boost",2 Attack,90,160,Erratic,50,50,50,3
336,Seviper,Seviper is a Poison type Pokémon introduced in Generation 3.,ハブネーク (Habunake),sever: cut or separate | viper: a species of snake,https://img.pokemondb.net/artwork/seviper.jpg,Fang Snake,270,5250,Poison,,"Shed Skin, Infiltrator","1 Attack, 1 Sp. Atk",90,160,Fluctuating,50,50,50,3
337,Lunatone,Lunatone is a Rock/Psychic type Pokémon introduced in Generation 3.,ルナトーン (Lunatone),luna: Latin for ‘moon’ | stone: small rock,https://img.pokemondb.net/artwork/lunatone.jpg,Meteorite,100,16800,Rock, Psychic,Levitate,2 Sp. Atk,45,161,Fast,0,0,50,3
338,Solrock,Solrock is a Rock/Psychic type Pokémon introduced in Generation 3.,ソルロック (Solrock),"solar: of or relating to the Sun | rock: stone, boulder",https://img.pokemondb.net/artwork/solrock.jpg,Meteorite,120,15400,Rock, Psychic,Levitate,2 Attack,45,161,Fast,0,0,50,3
339,Barboach,Barboach is a Water/Ground type Pokémon introduced in Generation 3.,ドジョッチ (Dojoach),barb: a small spike | loach: a species of fish,https://img.pokemondb.net/artwork/barboach.jpg,Whiskers,40,190,Water, Ground,"Oblivious, Anticipation, Hydration",1 HP,190,58,Medium Fast,50,50,50,3
340,Whiscash,Whiscash is a Water/Ground type Pokémon introduced in Generation 3.,ナマズン (Namazun),whisker: hair growing from the mouth | catfish: a species of fish,https://img.pokemondb.net/artwork/whiscash.jpg,Whiskers,90,2360,Water, Ground,"Oblivious, Anticipation, Hydration",2 HP,75,164,Medium Fast,50,50,50,3
341,Corphish,Corphish is a Water type Pokémon introduced in Generation 3.,ヘイガニ (Heigani),crawfish: a lobster-like crustacean | fish: marine creature,https://img.pokemondb.net/artwork/corphish.jpg,Ruffian,60,1150,Water,,"Hyper Cutter, Shell Armor, Adaptability",1 Attack,205,62,Fluctuating,50,50,50,3
342,Crawdaunt,Crawdaunt is a Water/Dark type Pokémon introduced in Generation 3.,シザリガー (Shizariger),crawfish: a lobster-like crustacean | daunt: overcome with fear,https://img.pokemondb.net/artwork/crawdaunt.jpg,Rogue,110,3279,Water, Dark,"Hyper Cutter, Shell Armor, Adaptability",2 Attack,155,164,Fluctuating,50,50,50,3
343,Baltoy,Baltoy is a Ground/Psychic type Pokémon introduced in Generation 3.,ヤジロン (Yajilon),balance: state of equilibrium | toy: plaything,https://img.pokemondb.net/artwork/baltoy.jpg,Clay Doll,50,2150,Ground, Psychic,Levitate,1 Sp. Def,255,60,Medium Fast,0,0,50,3
344,Claydol,Claydol is a Ground/Psychic type Pokémon introduced in Generation 3.,ネンドール (Nendoll),clay: hard substance used for crockery and decorations | doll: plaything | dreidel: Jewish spinning top,https://img.pokemondb.net/artwork/claydol.jpg,Clay Doll,150,10800,Ground, Psychic,Levitate,2 Sp. Def,90,175,Medium Fast,0,0,50,3
345,Lileep,Lileep is a Rock/Grass type Pokémon introduced in Generation 3.,リリーラ (Lilyla),lily: a type of plant | creeper: plant or root that grows underground,https://img.pokemondb.net/artwork/lileep.jpg,Sea Lily,100,2380,Rock, Grass,"Suction Cups, Storm Drain",1 Sp. Def,45,71,Erratic,87.5,12.5,50,3
346,Cradily,Cradily is a Rock/Grass type Pokémon introduced in Generation 3.,ユレイドル (Yuradle),cradle: to hold gently or protectively | lily: a type of plant,https://img.pokemondb.net/artwork/cradily.jpg,Barnacle,150,6040,Rock, Grass,"Suction Cups, Storm Drain",2 Sp. Def,45,173,Erratic,87.5,12.5,50,3
347,Anorith,Anorith is a Rock/Bug type Pokémon introduced in Generation 3.,アノプス (Anopth),anomalocaris: an ancient fossilised shrimp | -lith: suffix referring to rock,https://img.pokemondb.net/artwork/anorith.jpg,Old Shrimp,70,1250,Rock, Bug,"Battle Armor, Swift Swim",1 Attack,45,71,Erratic,87.5,12.5,50,3
348,Armaldo,Armaldo is a Rock/Bug type Pokémon introduced in Generation 3.,アーマルド (Armaldo),armor: tough protective shell or clothing | armadilo: mammal with a tough shell,https://img.pokemondb.net/artwork/armaldo.jpg,Plate,150,6820,Rock, Bug,"Battle Armor, Swift Swim",2 Attack,45,173,Erratic,87.5,12.5,50,3
349,Feebas,"Feebas is a Water type Pokémon introduced in Generation 3. Feebas is very rare in Ruby/Sapphire/Emerald, being available by fishing in one of only six random squares on Route 119. Similarly in Diamond/Pearl/Platinum it can only be found in one of four random squares in Mt. Coronet. Feebas also has a unique evolution. In RSE, DPPt and Omega Ruby/Alpha Sapphire it will evolve into Milotic by maximizing its Beauty stat with Poffins. From Black/White onwards Feebas will evolve when traded holding a Prism Scale, however it can also evolve if migrated from an earlier game already having maximum Beauty.",ヒンバス (Hinbass),feeble: weak | bass: a species of fish,https://img.pokemondb.net/artwork/feebas.jpg,Fish,60,740,Water,,"Swift Swim, Oblivious, Adaptability",1 Speed,255,40,Erratic,50,50,50,3
350,Milotic,"Milotic is a Water type Pokémon introduced in Generation 3. Milotic evolves from Feebas when traded holding a Prism Scale or, prior to Black/White, by maximizing its Beauty stat with Poffins.",ミロカロス (Milokaross),Venus de Milo: sculpture known for its beauty | exotic: foreign or unusual; beautiful,https://img.pokemondb.net/artwork/milotic.jpg,Tender,620,16200,Water,,"Marvel Scale, Competitive, Cute Charm",2 Sp. Def,60,189,Erratic,50,50,50,3
351,Castform,Castform is a Normal type Pokémon introduced in Generation 3.,ポワルン (Powalen),"forecast: to predict, esp. weather | form: state or shape (referring to Castform’s ability)",https://img.pokemondb.net/artwork/castform.jpg,Weather,30,80,Normal,,Forecast,1 HP,45,147,Medium Fast,50,50,50,3
352,Kecleon,Kecleon is a Normal type Pokémon introduced in Generation 3.,カクレオン (Kakureon),kakureru: from its Japanese name meaning ‘to hide’ | chameleon: lizard known for its ability to adapt to its surroundings,https://img.pokemondb.net/artwork/kecleon.jpg,Color Swap,100,2200,Normal,,"Color Change, Protean",1 Sp. Def,200,154,Medium Slow,50,50,50,3
353,Shuppet,Shuppet is a Ghost type Pokémon introduced in Generation 3.,カゲボウズ (Kagebouzu),"shadow: dark area created by blocking out light | puppet: referring to ‘shadow puppet’, casting shadow shapes with one’s hands",https://img.pokemondb.net/artwork/shuppet.jpg,Puppet,60,229,Ghost,,"Insomnia, Frisk, Cursed Body",1 Attack,225,59,Fast,50,50,35,3
354,Banette,"Banette is a Ghost type Pokémon introduced in Generation 3. Banette has a Mega Evolution, available in Generation 6 games and Pokémon Go.",ジュペッタ (Juppeta),bane: something that ruins or spoils | marionette: a type of puppet manipulated by strings,https://img.pokemondb.net/artwork/banette.jpg,Marionette,110,1250,Ghost,,"Insomnia, Frisk, Cursed Body",2 Attack,45,159,Fast,50,50,35,3
355,Duskull,Duskull is a Ghost type Pokémon introduced in Generation 3.,ヨマワル (Yomawaru),dusk: the partial darkness between day and night | skull: the bony framework of the head,https://img.pokemondb.net/artwork/duskull.jpg,Requiem,80,1500,Ghost,,"Levitate, Frisk",1 Sp. Def,190,59,Fast,50,50,35,3
356,Dusclops,Dusclops is a Ghost type Pokémon introduced in Generation 3.,サマヨール (Samayouru),dusk: the partial darkness between day and night | cyclops: a monster with one eye,https://img.pokemondb.net/artwork/dusclops.jpg,Beckon,160,3060,Ghost,,"Pressure, Frisk","1 Defense, 1 Sp. Def",90,159,Fast,50,50,35,3
357,Tropius,Tropius is a Grass/Flying type Pokémon introduced in Generation 3.,トロピウス (Tropius),tropical: of or relating to the rainforest | -saurus: Greek suffix meaning ‘lizard’,https://img.pokemondb.net/artwork/tropius.jpg,Fruit,200,10000,Grass, Flying,"Chlorophyll, Solar Power, Harvest",2 HP,200,161,Slow,50,50,50,3
358,Chimecho,Chimecho is a Psychic type Pokémon introduced in Generation 3.,チリーン (Chirean),chime: to ring out (e.g. a bell) | echo: (of sound) to reverberate,https://img.pokemondb.net/artwork/chimecho.jpg,Wind Chime,60,100,Psychic,,Levitate,"1 Sp. Atk, 1 Sp. Def",45,159,Fast,50,50,50,3
359,Absol,"Absol is a Dark type Pokémon introduced in Generation 3. Absol has a Mega Evolution, available in Generation 6 games and Pokémon Go.",アブソル (Absol),absolution: freeing oneself from guilt,https://img.pokemondb.net/artwork/absol.jpg,Disaster,120,4700,Dark,,"Pressure, Super Luck, Justified",2 Attack,30,163,Medium Slow,50,50,35,3
360,Wynaut,Wynaut is a Psychic type Pokémon introduced in Generation 3.,ソーナノ (Sohnano),why not: how its name is pronounced,https://img.pokemondb.net/artwork/wynaut.jpg,Bright,60,1400,Psychic,,"Shadow Tag, Telepathy",1 HP,125,52,Medium Fast,50,50,50,3
361,Snorunt,Snorunt is an Ice type Pokémon introduced in Generation 3.,ユキワラシ (Yukiwarashi),snow: frozen precipitation | runt: the smallest of a litter of animals,https://img.pokemondb.net/artwork/snorunt.jpg,Snow Hat,70,1680,Ice,,"Inner Focus, Ice Body, Moody",1 HP,190,60,Medium Fast,50,50,50,3
362,Glalie,"Glalie is an Ice type Pokémon introduced in Generation 3. Glalie has a Mega Evolution, available in Omega Ruby/Alpha Sapphire and Pokémon Go.",オニゴーリ (Onigohri),glacier: large mass of ice | goalie: a goalkeeper; Glalie’s design is based on an ice hockey goalie,https://img.pokemondb.net/artwork/glalie.jpg,Face,150,25650,Ice,,"Inner Focus, Ice Body, Moody",2 HP,75,168,Medium Fast,50,50,50,3
363,Spheal,Spheal is an Ice/Water type Pokémon introduced in Generation 3.,タマザラシ (Tamazarashi),sphere: ball shape | seal: marine creature,https://img.pokemondb.net/artwork/spheal.jpg,Clap,80,3950,Ice, Water,"Thick Fat, Ice Body, Oblivious",1 HP,255,58,Medium Slow,50,50,50,3
364,Sealeo,Sealeo is an Ice/Water type Pokémon introduced in Generation 3.,トドグラー (Todoggler),seal: marine creature | leo: Latin for ‘lion’,https://img.pokemondb.net/artwork/sealeo.jpg,Ball Roll,110,8760,Ice, Water,"Thick Fat, Ice Body, Oblivious",2 HP,120,144,Medium Slow,50,50,50,3
365,Walrein,Walrein is an Ice/Water type Pokémon introduced in Generation 3.,トドゼルガ (Todoseruga),"walrus: marine creature | reign: to rule over others, like royalty",https://img.pokemondb.net/artwork/walrein.jpg,Ice Break,140,15060,Ice, Water,"Thick Fat, Ice Body, Oblivious",3 HP,45,239,Medium Slow,50,50,50,3
366,Clamperl,Clamperl is a Water type Pokémon introduced in Generation 3.,パールル (Pearlulu),clam: hard-shelled marine creature | pearl: gem found in clams/oysters | clamp: to grip or shut tightly,https://img.pokemondb.net/artwork/clamperl.jpg,Bivalve,40,5250,Water,,"Shell Armor, Rattled",1 Defense,255,69,Erratic,50,50,50,3
367,Huntail,Huntail is a Water type Pokémon introduced in Generation 3.,ハンテール (Huntail),hunt: chase or forage for food | tail: hindmost part of an animal,https://img.pokemondb.net/artwork/huntail.jpg,Deep Sea,170,2700,Water,,"Swift Swim, Water Veil","1 Attack, 1 Defense",60,170,Erratic,50,50,50,3
368,Gorebyss,Gorebyss is a Water type Pokémon introduced in Generation 3.,サクラビス (Sakurabyss),gore: to pierce with a horn or tusk | abyss: deep gulf or crag,https://img.pokemondb.net/artwork/gorebyss.jpg,South Sea,180,2260,Water,,"Swift Swim, Hydration",2 Sp. Atk,60,170,Erratic,50,50,50,3
369,Relicanth,Relicanth is a Water/Rock type Pokémon introduced in Generation 3.,ジーランス (Glanth),relic: very old object; antique | coelacanths: ancient fossilised fish,https://img.pokemondb.net/artwork/relicanth.jpg,Longevity,100,2340,Water, Rock,"Swift Swim, Rock Head, Sturdy","1 HP, 1 Defense",25,170,Slow,87.5,12.5,50,3
370,Luvdisc,Luvdisc is a Water type Pokémon introduced in Generation 3.,ラブカス (Lovecus),love: profound affection | disc: circular shape,https://img.pokemondb.net/artwork/luvdisc.jpg,Rendezvous,60,869,Water,,"Swift Swim, Hydration",1 Speed,225,116,Fast,25,75,50,3
371,Bagon,Bagon is a Dragon type Pokémon introduced in Generation 3.,タツベイ (Tatsubay),baby: newborn child | dragon: mythical fire-breathing creature,https://img.pokemondb.net/artwork/bagon.jpg,Rock Head,60,4210,Dragon,,"Rock Head, Sheer Force",1 Attack,45,60,Slow,50,50,35,3
372,Shelgon,Shelgon is a Dragon type Pokémon introduced in Generation 3.,コモルー (Komoruu),shell: hard cover | dragon: mythical fire-breathing creature,https://img.pokemondb.net/artwork/shelgon.jpg,Endurance,110,11050,Dragon,,"Rock Head, Overcoat",2 Defense,45,147,Slow,50,50,35,3
373,Salamence,"Salamence is a Dragon/Flying type Pokémon introduced in Generation 3. Salamence is a pseudo-legendary Pokémon. It has a Mega Evolution, available in Omega Ruby/Alpha Sapphire and Pokémon Go. In Generation 9, a Paradox Pokémon Roaring Moon was discovered, which bears a striking resemblance to Salamence.",ボーマンダ (Bohmander),"salamander: lizard-like amphibian | menace: brutal, violent",https://img.pokemondb.net/artwork/salamence.jpg,Dragon,150,10260,Dragon, Flying,"Intimidate, Moxie",3 Attack,45,300,Slow,50,50,35,3
374,Beldum,Beldum is a Steel/Psychic type Pokémon introduced in Generation 3.,ダンバル (Dumbber),dumbbell: small training weight,https://img.pokemondb.net/artwork/beldum.jpg,Iron Ball,60,9520,Steel, Psychic,"Clear Body, Light Metal",1 Defense,3,60,Slow,0,0,35,3
375,Metang,Metang is a Steel/Psychic type Pokémon introduced in Generation 3.,メタング (Metang),metal: solid material | tang: sound of metal being struck,https://img.pokemondb.net/artwork/metang.jpg,Iron Claw,120,20250,Steel, Psychic,"Clear Body, Light Metal",2 Defense,3,147,Slow,0,0,35,3
376,Metagross,"Metagross is a Steel/Psychic type Pokémon introduced in Generation 3. Metagross is a pseudo-legendary Pokémon. It has a Mega Evolution, available in Omega Ruby/Alpha Sapphire.",メタグロス (Metagross),"metal: solid material | gross: great, large",https://img.pokemondb.net/artwork/metagross.jpg,Iron Leg,160,55000,Steel, Psychic,"Clear Body, Light Metal",3 Defense,3,270,Slow,0,0,35,3
377,Regirock,Regirock is a Rock type Pokémon introduced in Generation 3.,レジロック (Regirock),"regi: (Latin) of or relating to royalty | rock: stone, boulder",https://img.pokemondb.net/artwork/regirock.jpg,Rock Peak,170,23000,Rock,,"Clear Body, Sturdy",3 Defense,3,261,Slow,0,0,35,3
378,Regice,Regice is an Ice type Pokémon introduced in Generation 3.,レジアイス (Regice),regi: (Latin) of or relating to royalty | ice: frozen water,https://img.pokemondb.net/artwork/regice.jpg,Iceberg,180,17500,Ice,,"Clear Body, Ice Body",3 Sp. Def,3,261,Slow,0,0,35,3
379,Registeel,Registeel is a Steel type Pokémon introduced in Generation 3.,レジスチル (Registeel),regi: (Latin) of or relating to royalty | steel: a metal alloy,https://img.pokemondb.net/artwork/registeel.jpg,Iron,190,20500,Steel,,"Clear Body, Light Metal","2 Defense, 1 Sp. Def",3,261,Slow,0,0,35,3
380,Latias,"Latias is a Dragon/Psychic type Pokémon introduced in Generation 3. Latias has a Mega Evolution, available in Omega Ruby/Alpha Sapphire and Pokémon Go.",ラティアス (Latias),lateo: to lie hidden | -as: female suffix,https://img.pokemondb.net/artwork/latias.jpg,Eon,140,4000,Dragon, Psychic,Levitate,3 Sp. Def,3,270,Slow,0,100,90,3
381,Latios,"Latios is a Dragon/Psychic type Pokémon introduced in Generation 3. Latios has a Mega Evolution, available in Omega Ruby/Alpha Sapphire and Pokémon Go.",ラティオス (Latios),lateo: to lie hidden | -os: male suffix,https://img.pokemondb.net/artwork/latios.jpg,Eon,200,6000,Dragon, Psychic,Levitate,3 Sp. Atk,3,270,Slow,100,0,90,3
382,Kyogre,Kyogre is a Water type Pokémon introduced in Generation 3.,カイオーガ (Kyogre),kai: Japanese for ‘ocean’ | orca: killer whale (species of dolphin),https://img.pokemondb.net/artwork/kyogre.jpg,Sea Basin,450,35200,Water,,Drizzle,3 Sp. Atk,3,335,Slow,0,0,0,3
383,Groudon,Groudon is a Ground type Pokémon introduced in Generation 3.,グラードン (Groudon),ground: the earth | don: of great size/importance; lord or master,https://img.pokemondb.net/artwork/groudon.jpg,Continent,350,95000,Ground,,Drought,3 Attack,3,335,Slow,0,0,0,3
384,Rayquaza,"Rayquaza is a Dragon/Flying type Pokémon introduced in Generation 3. Rayquaza has a Mega Evolution, available in Omega Ruby/Alpha Sapphire.",レックウザ (Rayquaza),ray: beam of light | quasar: distant star,https://img.pokemondb.net/artwork/rayquaza.jpg,Sky High,700,20650,Dragon, Flying,Air Lock,"2 Attack, 1 Sp. Atk",45,340,Slow,0,0,0,3
385,Jirachi,Jirachi is a Steel/Psychic type Pokémon introduced in Generation 3.,ジラーチ (Jirachi),sachi: Japanese for ‘wish’,https://img.pokemondb.net/artwork/jirachi.jpg,Wish,30,110,Steel, Psychic,Serene Grace,3 HP,3,270,Slow,0,0,100,3
386,Deoxys,Deoxys is a Psychic type Pokémon introduced in Generation 3.,デオキシス (Deoxys),"deoxyribonucleic acid: the full technical name for DNA, the core genetic material for all living things",https://img.pokemondb.net/artwork/deoxys-normal.jpg,DNA,170,6080,Psychic,,Pressure,"1 Attack, 1 Sp. Atk, 1 Speed",3,270,Slow,0,0,0,3
387,Turtwig,Turtwig is a Grass type Pokémon introduced in Generation 4.,ナエトル (Naetle),turtle: water-based reptile | twig: a small tree branch,https://img.pokemondb.net/artwork/turtwig.jpg,Tiny Leaf,40,1019,Grass,,"Overgrow, Shell Armor",1 Attack,45,64,Medium Slow,87.5,12.5,50,4
388,Grotle,Grotle is a Grass type Pokémon introduced in Generation 4.,ハヤシガメ (Hayashigame),grove: a small wood or forest | turtle: water-based reptile,https://img.pokemondb.net/artwork/grotle.jpg,Grove,110,9700,Grass,,"Overgrow, Shell Armor","1 Attack, 1 Defense",45,142,Medium Slow,87.5,12.5,50,4
